Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flow Login,Chrome 126.0.0.0,,,30-07-2024 08:03:04,30-07-2024 08:06:24,3m - 20.193s,FAILED
,,,,,,,
Test Cases/001. Login - password tidak terdaftar,Chrome 126.0.0.0,,,30-07-2024 08:03:05,30-07-2024 08:03:18,12.990s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,30-07-2024 08:03:05,30-07-2024 08:03:10,4.527s,PASSED
"navigateToUrl(""http://172.25.5.52:8383/login"")",Chrome 126.0.0.0,,,30-07-2024 08:03:10,30-07-2024 08:03:14,3.785s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,30-07-2024 08:03:14,30-07-2024 08:03:14,0.108s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,30-07-2024 08:03:14,30-07-2024 08:03:15,0.761s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""61653"")",Chrome 126.0.0.0,,,30-07-2024 08:03:15,30-07-2024 08:03:16,0.835s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""salah password"")",Chrome 126.0.0.0,,,30-07-2024 08:03:16,30-07-2024 08:03:16,0.805s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,30-07-2024 08:03:16,30-07-2024 08:03:17,0.356s,PASSED
"verifyElementText(findTestObject(""Login_Sarirasa WebPOS/Validasi Login/div_Maaf, Data tidak sesuai. Silahkan coba lagi""), ""Maaf, Id tidak ditemukan"", OPTIONAL)",Chrome 126.0.0.0,,,30-07-2024 08:03:17,30-07-2024 08:03:18,0.982s,PASSED
,,,,,,,
Test Cases/002. Login - username tidak terdaftar,Chrome 126.0.0.0,,,30-07-2024 08:03:18,30-07-2024 08:03:27,8.918s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,30-07-2024 08:03:18,30-07-2024 08:03:20,1.628s,PASSED
"navigateToUrl(""http://172.25.5.52:8383/login"")",Chrome 126.0.0.0,,,30-07-2024 08:03:20,30-07-2024 08:03:23,3.770s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,30-07-2024 08:03:23,30-07-2024 08:03:23,0.105s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,30-07-2024 08:03:23,30-07-2024 08:03:24,0.415s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""username tidak terdaftar"")",Chrome 126.0.0.0,,,30-07-2024 08:03:24,30-07-2024 08:03:25,0.749s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""sarirasa1"")",Chrome 126.0.0.0,,,30-07-2024 08:03:25,30-07-2024 08:03:25,0.752s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,30-07-2024 08:03:25,30-07-2024 08:03:26,0.382s,PASSED
"verifyElementText(findTestObject(""Login_Sarirasa WebPOS/Validasi Login/div_Maaf, Id tidak ditemukan""), ""Maaf, Id tidak ditemukan"", OPTIONAL)",Chrome 126.0.0.0,,,30-07-2024 08:03:26,30-07-2024 08:03:27,0.877s,PASSED
,,,,,,,
Test Cases/01. Login - logout - managerial,Chrome 126.0.0.0,,,30-07-2024 08:03:27,30-07-2024 08:03:36,9.864s,FAILED
