Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flow Login,Chrome 126.0.0.0,,,29-07-2024 10:22:12,29-07-2024 10:24:48,2m - 36.170s,PASSED
,,,,,,,
Test Cases/01. Login - logout - managerial,Chrome 126.0.0.0,,,29-07-2024 10:22:12,29-07-2024 10:22:50,37.491s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-07-2024 10:22:13,29-07-2024 10:22:16,3.653s,PASSED
"navigateToUrl(""http://172.25.5.52:8383/login"")",Chrome 126.0.0.0,,,29-07-2024 10:22:16,29-07-2024 10:22:20,3.574s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,29-07-2024 10:22:20,29-07-2024 10:22:20,0.140s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,29-07-2024 10:22:20,29-07-2024 10:22:20,0.607s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""54760"")",Chrome 126.0.0.0,,,29-07-2024 10:22:21,29-07-2024 10:22:21,0.721s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""Cg+cUiY7xQqTg1iegvaWgg=="")",Chrome 126.0.0.0,,,29-07-2024 10:22:21,29-07-2024 10:22:22,0.481s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,29-07-2024 10:22:22,29-07-2024 10:22:22,0.346s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_1"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:22,29-07-2024 10:22:24,1.456s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_2"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:24,29-07-2024 10:22:25,1.036s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_3"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:25,29-07-2024 10:22:26,1.054s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_4"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:26,29-07-2024 10:22:27,1.162s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""spv"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:27,29-07-2024 10:22:28,0.963s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""59"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:28,29-07-2024 10:22:29,0.998s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""75"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:29,29-07-2024 10:22:30,0.993s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""76"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:30,29-07-2024 10:22:31,0.991s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""77"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:31,29-07-2024 10:22:32,1.058s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""78"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:32,29-07-2024 10:22:33,1.070s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""79"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:33,29-07-2024 10:22:34,1.131s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""80"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:34,29-07-2024 10:22:35,1.169s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""81"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:35,29-07-2024 10:22:36,1.177s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""82"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:36,29-07-2024 10:22:37,1.178s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Login_Sarirasa WebPOS/select_Pilih Default PrinterPrinter HO (Gud_45e032""), ""83"", true)",Chrome 126.0.0.0,,,29-07-2024 10:22:37,29-07-2024 10:22:39,1.173s,PASSED
