Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flow Login,Chrome 126.0.0.0,,,30-07-2024 14:23:30,30-07-2024 14:26:26,2m - 55.546s,PASSED
,,,,,,,
Test Cases/001. Login - password tidak terdaftar,Chrome 126.0.0.0,,,30-07-2024 14:23:31,30-07-2024 14:23:44,12.835s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,30-07-2024 14:23:32,30-07-2024 14:23:36,3.897s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,30-07-2024 14:23:36,30-07-2024 14:23:40,4.306s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,30-07-2024 14:23:40,30-07-2024 14:23:40,0.218s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,30-07-2024 14:23:40,30-07-2024 14:23:41,1.002s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""61653"")",Chrome 126.0.0.0,,,30-07-2024 14:23:41,30-07-2024 14:23:42,0.717s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""salah password"")",Chrome 126.0.0.0,,,30-07-2024 14:23:42,30-07-2024 14:23:42,0.713s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,30-07-2024 14:23:42,30-07-2024 14:23:43,0.344s,PASSED
"verifyElementText(findTestObject(""Login_Sarirasa WebPOS/1.Validasi Login/div_Maaf, Data tidak sesuai. Silahkan coba lagi""), ""Maaf, Id tidak ditemukan"", OPTIONAL)",Chrome 126.0.0.0,,,30-07-2024 14:23:43,30-07-2024 14:23:44,0.848s,PASSED
,,,,,,,
Test Cases/002. Login - username tidak terdaftar,Chrome 126.0.0.0,,,30-07-2024 14:23:44,30-07-2024 14:23:52,8.407s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,30-07-2024 14:23:44,30-07-2024 14:23:46,1.655s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,30-07-2024 14:23:46,30-07-2024 14:23:49,3.497s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,30-07-2024 14:23:49,30-07-2024 14:23:49,0.111s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,30-07-2024 14:23:49,30-07-2024 14:23:50,0.423s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""username tidak terdaftar"")",Chrome 126.0.0.0,,,30-07-2024 14:23:50,30-07-2024 14:23:50,0.690s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""sarirasa1"")",Chrome 126.0.0.0,,,30-07-2024 14:23:50,30-07-2024 14:23:51,0.672s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,30-07-2024 14:23:51,30-07-2024 14:23:51,0.342s,PASSED
"verifyElementText(findTestObject(""Login_Sarirasa WebPOS/1.Validasi Login/div_Maaf, Id tidak ditemukan""), ""Maaf, Id tidak ditemukan"", OPTIONAL)",Chrome 126.0.0.0,,,30-07-2024 14:23:51,30-07-2024 14:23:52,0.800s,PASSED
,,,,,,,
Test Cases/01. Login - logout - managerial,Chrome 126.0.0.0,,,30-07-2024 14:23:52,30-07-2024 14:24:16,23.782s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,30-07-2024 14:23:52,30-07-2024 14:23:54,1.628s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,30-07-2024 14:23:54,30-07-2024 14:23:58,3.591s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,30-07-2024 14:23:58,30-07-2024 14:23:58,0.104s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,30-07-2024 14:23:58,30-07-2024 14:23:58,0.362s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""54760"")",Chrome 126.0.0.0,,,30-07-2024 14:23:58,30-07-2024 14:23:59,0.704s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""Cg+cUiY7xQqTg1iegvaWgg=="")",Chrome 126.0.0.0,,,30-07-2024 14:23:59,30-07-2024 14:23:59,0.499s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,30-07-2024 14:23:59,30-07-2024 14:24:00,0.327s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_1"", true)",Chrome 126.0.0.0,,,30-07-2024 14:24:00,30-07-2024 14:24:01,1.650s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_2"", true)",Chrome 126.0.0.0,,,30-07-2024 14:24:01,30-07-2024 14:24:02,0.920s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_3"", true)",Chrome 126.0.0.0,,,30-07-2024 14:24:02,30-07-2024 14:24:03,0.942s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_4"", true)",Chrome 126.0.0.0,,,30-07-2024 14:24:03,30-07-2024 14:24:04,1.037s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""spv"", true)",Chrome 126.0.0.0,,,30-07-2024 14:24:04,30-07-2024 14:24:05,1.006s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/3.Printer-Link Webposqc/select_Pilih Default PrinterPrinter HO (Gud_2b3e02""), ""59"", true)",Chrome 126.0.0.0,,,30-07-2024 14:24:05,30-07-2024 14:24:06,0.935s,PASSED
