Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flow Login,Chrome 126.0.0.0,,,30-07-2024 14:27:25,30-07-2024 14:30:15,2m - 50.330s,PASSED
,,,,,,,
Test Cases/001. Login - password tidak terdaftar,Chrome 126.0.0.0,,,30-07-2024 14:27:25,30-07-2024 14:27:37,11.644s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,30-07-2024 14:27:26,30-07-2024 14:27:29,3.592s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,30-07-2024 14:27:29,30-07-2024 14:27:33,3.724s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,30-07-2024 14:27:33,30-07-2024 14:27:33,0.199s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,30-07-2024 14:27:33,30-07-2024 14:27:34,0.746s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""61653"")",Chrome 126.0.0.0,,,30-07-2024 14:27:34,30-07-2024 14:27:35,0.742s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""salah password"")",Chrome 126.0.0.0,,,30-07-2024 14:27:35,30-07-2024 14:27:36,0.788s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,30-07-2024 14:27:36,30-07-2024 14:27:36,0.389s,PASSED
"verifyElementText(findTestObject(""Login_Sarirasa WebPOS/1.Validasi Login/div_Maaf, Data tidak sesuai. Silahkan coba lagi""), ""Maaf, Id tidak ditemukan"", OPTIONAL)",Chrome 126.0.0.0,,,30-07-2024 14:27:36,30-07-2024 14:27:37,0.904s,PASSED
,,,,,,,
Test Cases/002. Login - username tidak terdaftar,Chrome 126.0.0.0,,,30-07-2024 14:27:37,30-07-2024 14:27:46,8.810s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,30-07-2024 14:27:37,30-07-2024 14:27:39,1.722s,PASSED
