Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flow Login,Chrome 126.0.0.0,,,31-07-2024 14:10:49,31-07-2024 14:13:43,2m - 53.852s,PASSED
,,,,,,,
Test Cases/001. Login - password tidak terdaftar,Chrome 126.0.0.0,,,31-07-2024 14:10:49,31-07-2024 14:11:01,11.934s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,31-07-2024 14:10:50,31-07-2024 14:10:54,3.783s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,31-07-2024 14:10:54,31-07-2024 14:10:57,3.484s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,31-07-2024 14:10:57,31-07-2024 14:10:58,0.388s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,31-07-2024 14:10:58,31-07-2024 14:10:58,0.629s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""61653"")",Chrome 126.0.0.0,,,31-07-2024 14:10:58,31-07-2024 14:10:59,0.884s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""salah password"")",Chrome 126.0.0.0,,,31-07-2024 14:10:59,31-07-2024 14:11:00,0.976s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,31-07-2024 14:11:00,31-07-2024 14:11:01,0.369s,PASSED
"verifyElementText(findTestObject(""Login_Sarirasa WebPOS/1.Validasi Login/div_Maaf, Data tidak sesuai. Silahkan coba lagi""), ""Maaf, Id tidak ditemukan"", OPTIONAL)",Chrome 126.0.0.0,,,31-07-2024 14:11:01,31-07-2024 14:11:01,0.908s,PASSED
,,,,,,,
Test Cases/002. Login - username tidak terdaftar,Chrome 126.0.0.0,,,31-07-2024 14:11:01,31-07-2024 14:11:10,8.919s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,31-07-2024 14:11:02,31-07-2024 14:11:03,1.655s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,31-07-2024 14:11:03,31-07-2024 14:11:07,3.579s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,31-07-2024 14:11:07,31-07-2024 14:11:07,0.120s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,31-07-2024 14:11:07,31-07-2024 14:11:08,0.496s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""username tidak terdaftar"")",Chrome 126.0.0.0,,,31-07-2024 14:11:08,31-07-2024 14:11:08,0.852s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""sarirasa1"")",Chrome 126.0.0.0,,,31-07-2024 14:11:08,31-07-2024 14:11:09,0.769s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,31-07-2024 14:11:09,31-07-2024 14:11:10,0.371s,PASSED
"verifyElementText(findTestObject(""Login_Sarirasa WebPOS/1.Validasi Login/div_Maaf, Id tidak ditemukan""), ""Maaf, Id tidak ditemukan"", OPTIONAL)",Chrome 126.0.0.0,,,31-07-2024 14:11:10,31-07-2024 14:11:10,0.735s,PASSED
,,,,,,,
Test Cases/01. Login - logout - managerial,Chrome 126.0.0.0,,,31-07-2024 14:11:10,31-07-2024 14:11:34,24.065s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,31-07-2024 14:11:11,31-07-2024 14:11:12,1.514s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,31-07-2024 14:11:12,31-07-2024 14:11:15,3.390s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,31-07-2024 14:11:15,31-07-2024 14:11:16,0.165s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,31-07-2024 14:11:16,31-07-2024 14:11:16,0.491s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""54760"")",Chrome 126.0.0.0,,,31-07-2024 14:11:16,31-07-2024 14:11:17,1.088s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_Password_inputPassword""), ""Cg+cUiY7xQqTg1iegvaWgg=="")",Chrome 126.0.0.0,,,31-07-2024 14:11:17,31-07-2024 14:11:18,0.453s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Login""))",Chrome 126.0.0.0,,,31-07-2024 14:11:18,31-07-2024 14:11:18,0.394s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_1"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:18,31-07-2024 14:11:20,1.531s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_2"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:20,31-07-2024 14:11:21,0.983s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_3"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:21,31-07-2024 14:11:22,0.938s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""kasir_4"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:22,31-07-2024 14:11:23,1.028s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/2.User-Managerial/select_Tipe User Kasir 1Kasir 2Kasir 3Kasir_c131aa""), ""spv"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:23,31-07-2024 14:11:24,0.983s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/3.Printer-Link Webposqc/select_Pilih Default PrinterPrinter HO (Gud_2b3e02""), ""59"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:24,31-07-2024 14:11:25,1.024s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/3.Printer-Link Webposqc/select_Pilih Default PrinterPrinter HO (Gud_2b3e02""), ""94"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:25,31-07-2024 14:11:26,1.025s,PASSED
"selectOptionByValue(findTestObject(""Login_Sarirasa WebPOS/3.Printer-Link Webposqc/select_Pilih Default PrinterPrinter HO (Gud_2b3e02""), ""59"", true)",Chrome 126.0.0.0,,,31-07-2024 14:11:26,31-07-2024 14:11:27,0.933s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_Simpan""))",Chrome 126.0.0.0,,,31-07-2024 14:11:27,31-07-2024 14:11:27,0.413s,PASSED
"click(findTestObject(""Login_Sarirasa WebPOS/button_Batal""))",Chrome 126.0.0.0,,,31-07-2024 14:11:27,31-07-2024 14:11:28,0.610s,PASSED
"click(findTestObject(""Login_Sarirasa WebPOS/button_Simpan""))",Chrome 126.0.0.0,,,31-07-2024 14:11:28,31-07-2024 14:11:29,1.518s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/button_OK""))",Chrome 126.0.0.0,,,31-07-2024 14:11:29,31-07-2024 14:11:30,0.608s,PASSED
"scrollToElement(findTestObject(""Menu Opening-Closing/div_OPENING  CLOSING  ORDER  SOON""), 3)",Chrome 126.0.0.0,,,31-07-2024 14:11:30,31-07-2024 14:11:32,2.672s,PASSED
delay(2),Chrome 126.0.0.0,,,31-07-2024 14:11:32,31-07-2024 14:11:34,2.074s,PASSED
,,,,,,,
Test Cases/02. Login managerial - managerial,Chrome 126.0.0.0,,,31-07-2024 14:11:34,31-07-2024 14:11:49,14.624s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,31-07-2024 14:11:35,31-07-2024 14:11:36,1.612s,PASSED
"navigateToUrl(""https://webposqc.missarirasa.com/login"")",Chrome 126.0.0.0,,,31-07-2024 14:11:36,31-07-2024 14:11:40,3.441s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,31-07-2024 14:11:40,31-07-2024 14:11:40,0.108s,PASSED
"click(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""))",Chrome 126.0.0.0,,,31-07-2024 14:11:40,31-07-2024 14:11:40,0.545s,PASSED
"setText(findTestObject(""Object Repository/Login_Sarirasa WebPOS/input_ID Sarirasa_inputNIK""), ""54760"")",Chrome 126.0.0.0,,,31-07-2024 14:11:40,31-07-2024 14:11:41,0.873s,PASSED
